timestamp, frame, x, y, z, qx, qy, qz, qw
297954.53212025, 000051, 0.03668508, 0.012914773, -0.040622752, 0.68256944, -0.7105351, 0.05814303, 0.16080466
297954.548788083, 000052, 0.037477203, 0.012837302, -0.0421204, 0.68209803, -0.7107753, 0.058400698, 0.16164823
297954.565456, 000053, 0.03824112, 0.012762587, -0.043591518, 0.682028, -0.7106631, 0.05880471, 0.16228886
297954.582123916, 000054, 0.038770087, 0.01271346, -0.044613358, 0.68219507, -0.71028703, 0.059388503, 0.16301909
297954.598791791, 000055, 0.039409615, 0.012631429, -0.045852993, 0.68227035, -0.7099852, 0.059917316, 0.16382346
297954.615459666, 000056, 0.040069442, 0.0125303855, -0.047117323, 0.6823283, -0.70967233, 0.060323976, 0.1647861
297954.632127416, 000057, 0.04070399, 0.012421008, -0.04834478, 0.68248796, -0.7093034, 0.060667723, 0.16558477
297954.648795333, 000058, 0.04128856, 0.01231419, -0.04952743, 0.6826388, -0.7090201, 0.061203834, 0.1659783
297954.665463208, 000059, 0.04184815, 0.012206213, -0.050685875, 0.6829682, -0.7085658, 0.061799403, 0.16634192
297954.682131125, 000060, 0.042030443, 0.011875977, -0.051119447, 0.68330646, -0.70795906, 0.06227213, 0.16735661
297954.698798958, 000061, 0.042436823, 0.0117177805, -0.051966872, 0.6835495, -0.7074529, 0.06263646, 0.16836563
297954.715466833, 000062, 0.042922847, 0.011645715, -0.052840877, 0.6837917, -0.70711887, 0.06289543, 0.16868883
297954.732134791, 000063, 0.04345038, 0.011627138, -0.053612962, 0.6840315, -0.7070025, 0.0629108, 0.16819844
297954.748802666, 000064, 0.043987587, 0.011640502, -0.054297913, 0.68415034, -0.70710415, 0.062671684, 0.16737475
297954.765470375, 000065, 0.04452633, 0.011674811, -0.054948572, 0.6842955, -0.7071177, 0.06239879, 0.16682547
297954.782138291, 000066, 0.045094293, 0.011683033, -0.05507452, 0.68447655, -0.7069868, 0.06213941, 0.16673422
297954.798806208, 000067, 0.045601435, 0.011722228, -0.055529643, 0.68464655, -0.7068238, 0.06200409, 0.16677721
297954.815474125, 000068, 0.046075888, 0.011768144, -0.05606771, 0.68484044, -0.70661545, 0.06198097, 0.16687259
297954.832141958, 000069, 0.04655452, 0.011798259, -0.056608733, 0.6849784, -0.70646685, 0.06192872, 0.16695467
297954.848809875, 000070, 0.04704953, 0.011800708, -0.05714139, 0.6849453, -0.70655626, 0.061991427, 0.16668937
297954.86547775, 000071, 0.047551814, 0.011775208, -0.05767647, 0.68489224, -0.7067181, 0.062241443, 0.16612633
297954.882145666, 000072, 0.047981754, 0.011637685, -0.058215003, 0.68485904, -0.70682466, 0.062420793, 0.16574278
297954.8988135, 000073, 0.048421018, 0.011537428, -0.058794495, 0.684812, -0.7068875, 0.062527575, 0.16562916
297954.915481291, 000074, 0.048853565, 0.011450182, -0.059395745, 0.68474805, -0.70692384, 0.06270831, 0.1656691
297954.932149208, 000075, 0.049282245, 0.011383831, -0.05999879, 0.6847154, -0.70691156, 0.062866606, 0.16579717
297954.948817083, 000076, 0.04971173, 0.011352266, -0.060575157, 0.684717, -0.7068806, 0.06295349, 0.16588964
297954.965484916, 000077, 0.0501642, 0.011351461, -0.061122965, 0.68471515, -0.7068463, 0.063007995, 0.16602257
297954.982152833, 000078, 0.048943542, 0.011397682, -0.05827881, 0.6846699, -0.7068204, 0.06319019, 0.1662497
297954.998820708, 000079, 0.048871316, 0.011452436, -0.057639692, 0.6845417, -0.70688874, 0.06331362, 0.16644025
297955.015488625, 000080, 0.04914432, 0.011532038, -0.057687465, 0.6844872, -0.7069433, 0.06320528, 0.16647424
297955.0321565, 000081, 0.04950834, 0.01165197, -0.05794401, 0.6845255, -0.7070138, 0.062967494, 0.1661066
297955.04882425, 000082, 0.049895816, 0.011818353, -0.058303054, 0.68454254, -0.7071184, 0.06254321, 0.16575132
297955.065492166, 000083, 0.050295636, 0.012021455, -0.05877525, 0.6845456, -0.7071711, 0.06240443, 0.16556579
297955.082160041, 000084, 0.04987847, 0.012063999, -0.05845793, 0.68457067, -0.7071381, 0.06272616, 0.16548114
297955.098827875, 000085, 0.050031982, 0.012273474, -0.058858257, 0.6847076, -0.7069703, 0.06306669, 0.16550252
297955.115495791, 000086, 0.050419226, 0.012554605, -0.059558716, 0.6848847, -0.7066969, 0.06283616, 0.1660239
297955.132163666, 000087, 0.050967064, 0.0128784105, -0.060449436, 0.6850072, -0.7063868, 0.062310927, 0.16703387
297955.148831541, 000088, 0.05162094, 0.013271647, -0.061479345, 0.68502444, -0.70615786, 0.062262546, 0.16794586
297955.165499416, 000089, 0.052277494, 0.01375345, -0.06268199, 0.68524545, -0.7056542, 0.062715515, 0.16898982
297955.182167375, 000090, 0.05394742, 0.014395241, -0.06570114, 0.68592906, -0.7045299, 0.06363424, 0.17055656
297955.198835041, 000091, 0.054922692, 0.01509646, -0.06769127, 0.68667686, -0.7034257, 0.06471938, 0.17169318
297955.215503, 000092, 0.05572425, 0.015901225, -0.069284484, 0.68726104, -0.7027635, 0.06611678, 0.17153521
297955.232170833, 000093, 0.05645489, 0.0168359, -0.07070242, 0.687822, -0.7023214, 0.06763635, 0.17050184
297955.248838708, 000094, 0.057185315, 0.01791955, -0.072001696, 0.688226, -0.70206326, 0.06841222, 0.169623
297955.265506666, 000095, 0.057957433, 0.019171279, -0.07318555, 0.6883297, -0.70223546, 0.06822451, 0.1685619
297955.282174458, 000096, 0.05957245, 0.019983549, -0.07540396, 0.68820417, -0.7027034, 0.06764671, 0.16735275
297955.298842333, 000097, 0.060572743, 0.021313248, -0.07673179, 0.6882723, -0.70300454, 0.06709534, 0.16602407
297955.31551025, 000098, 0.061230067, 0.022912055, -0.077707835, 0.68878525, -0.7028774, 0.06685767, 0.16452435
297955.332177958, 000099, 0.06167723, 0.024702257, -0.07853703, 0.68947417, -0.70256567, 0.06649366, 0.1631119
297955.348846041, 000100, 0.06200648, 0.02665721, -0.07933545, 0.6901154, -0.70221317, 0.065580755, 0.16228539
297955.36551375, 000101, 0.0622723, 0.02876646, -0.08016306, 0.6901359, -0.7025354, 0.06499545, 0.16103408
297955.382181666, 000102, 0.06446161, 0.030594999, -0.08447924, 0.68939745, -0.7037015, 0.063969046, 0.15950957
297955.3988495, 000103, 0.065438606, 0.03280206, -0.08635135, 0.6879859, -0.7057543, 0.061891012, 0.15733983
297955.415517458, 000104, 0.065977246, 0.035226963, -0.08743666, 0.6861156, -0.70841956, 0.05942206, 0.15445396
297955.432185333, 000105, 0.06611106, 0.03781303, -0.08841882, 0.68457615, -0.7105826, 0.05743149, 0.15208326
297955.448853125, 000106, 0.06579728, 0.04057409, -0.08961259, 0.6840945, -0.7111471, 0.055941124, 0.15216804
297955.465521083, 000107, 0.065221734, 0.043471027, -0.09095831, 0.68377537, -0.71129054, 0.055143025, 0.15321928
297955.482188958, 000108, 0.06722749, 0.04600423, -0.09498988, 0.68310434, -0.71203625, 0.054051846, 0.15313815
297955.498856666, 000109, 0.06747702, 0.04906133, -0.096865185, 0.68208724, -0.71350795, 0.052114844, 0.15148444
297955.515524541, 000110, 0.0669887, 0.052387908, -0.09805627, 0.68125147, -0.71497214, 0.049726263, 0.1491262
297955.532192458, 000111, 0.06601552, 0.055862386, -0.099188596, 0.6808774, -0.71593523, 0.048019156, 0.14675467
297955.548860333, 000112, 0.064693935, 0.059424367, -0.10047187, 0.68080676, -0.7165422, 0.047983803, 0.14410771
297955.565528166, 000113, 0.06311527, 0.06302543, -0.10186211, 0.6807194, -0.7171096, 0.04818522, 0.14160825
297955.582196041, 000114, 0.063184835, 0.06709225, -0.10610971, 0.68087935, -0.7175407, 0.047989074, 0.138693
297955.598863958, 000115, 0.061652895, 0.070891455, -0.108243324, 0.6812817, -0.7178926, 0.04733292, 0.13507362
297955.615531875, 000116, 0.05937382, 0.074605845, -0.10964802, 0.6820818, -0.7180496, 0.046775214, 0.13031244
297955.632199625, 000117, 0.05664841, 0.07825807, -0.11085792, 0.68318, -0.7179771, 0.046829984, 0.12482352
297955.648867416, 000118, 0.05364582, 0.08186014, -0.11206146, 0.68460655, -0.7175289, 0.047056764, 0.11938069
297955.665535333, 000119, 0.050416727, 0.08545473, -0.113259025, 0.68569326, -0.71739745, 0.047648583, 0.11355705
297955.682203166, 000120, 0.0483469, 0.09051666, -0.11705415, 0.6866146, -0.71733356, 0.048044104, 0.10809646
297955.698871125, 000121, 0.045280647, 0.09466768, -0.11919075, 0.68728215, -0.7173121, 0.048214734, 0.10383699
297955.715538958, 000122, 0.041818455, 0.0985557, -0.12081475, 0.68785614, -0.71726453, 0.048376214, 0.10022627
297955.732206791, 000123, 0.03815501, 0.10238712, -0.12223174, 0.68840903, -0.7172526, 0.04881941, 0.0962197
297955.74887475, 000124, 0.034400605, 0.10624501, -0.12356074, 0.68954265, -0.71669817, 0.04851745, 0.09230799
297955.765542458, 000125, 0.030509217, 0.110162854, -0.12483806, 0.6897778, -0.7170392, 0.049678545, 0.08713967
297955.782210333, 000126, 0.026778266, 0.11549335, -0.12789068, 0.6897237, -0.71763813, 0.050131932, 0.08224146
297955.798878166, 000127, 0.02287551, 0.12000432, -0.12961513, 0.6894107, -0.71847814, 0.04946837, 0.07781341
297955.815546083, 000128, 0.018889032, 0.12430635, -0.13098907, 0.68883634, -0.7194981, 0.048981734, 0.073673576
297955.832213958, 000129, 0.01483994, 0.12857893, -0.1323787, 0.68801534, -0.7206405, 0.04941875, 0.06978633
297955.848881833, 000130, 0.010768477, 0.13286921, -0.13389762, 0.687775, -0.7211013, 0.049135428, 0.06755975
297955.865549666, 000131, 0.006524099, 0.13722146, -0.13547097, 0.68678296, -0.7222065, 0.049978867, 0.065184124
297955.882217583, 000132, 0.0021235456, 0.14259005, -0.13861938, 0.6859076, -0.72320527, 0.05095536, 0.06251787
297955.898885333, 000133, -0.0024205968, 0.14741713, -0.14061297, 0.68516314, -0.7241102, 0.052269235, 0.059025463
297955.915553166, 000134, -0.0070719197, 0.15211616, -0.14221139, 0.6844626, -0.724999, 0.053656287, 0.05484897
297955.932221, 000135, -0.011821836, 0.15685059, -0.14365272, 0.6837674, -0.725896, 0.054873064, 0.050261296
297955.948888916, 000136, -0.016614733, 0.1616765, -0.14505512, 0.6833983, -0.7264752, 0.05506254, 0.046568856
297955.965556791, 000137, -0.021444917, 0.16660422, -0.14649297, 0.682182, -0.7277797, 0.054459803, 0.044705242
297955.982224708, 000138, -0.026286855, 0.17167844, -0.14736019, 0.68076485, -0.72921133, 0.052948195, 0.04479498
297955.998892541, 000139, -0.031190593, 0.17674246, -0.14871842, 0.6793896, -0.73053813, 0.05218212, 0.04495343
297956.015560458, 000140, -0.03615061, 0.18178053, -0.15017372, 0.6780294, -0.7318577, 0.0526101, 0.043503862
297956.032228291, 000141, -0.041106056, 0.18678646, -0.1515621, 0.6765282, -0.73336303, 0.053235244, 0.0406709
297956.048896, 000142, -0.046043713, 0.1917535, -0.1529299, 0.67550665, -0.7344466, 0.053021807, 0.03830973
297956.065563916, 000143, -0.051081486, 0.1966933, -0.1543494, 0.67419755, -0.7357525, 0.05278792, 0.0365963
297956.08223175, 000144, -0.05642859, 0.20136076, -0.15517128, 0.6731905, -0.7367535, 0.052966967, 0.03468841
297956.098899666, 000145, -0.06167304, 0.20613152, -0.15618604, 0.67213035, -0.73780274, 0.053939935, 0.031281702
297956.1155675, 000146, -0.06692632, 0.21092582, -0.15714265, 0.6711303, -0.7387935, 0.0554075, 0.026424188
297956.132235333, 000147, -0.072240084, 0.2157442, -0.15812628, 0.6703477, -0.73956084, 0.05647581, 0.022230541
297956.14890325, 000148, -0.077588, 0.22056662, -0.15927805, 0.670318, -0.7395799, 0.057306595, 0.020280259
297956.165571083, 000149, -0.08297007, 0.22535251, -0.16048229, 0.6701114, -0.7396979, 0.058713418, 0.01871586
297956.182238875, 000150, -0.088267535, 0.23034692, -0.16155072, 0.6697555, -0.7399924, 0.059941944, 0.01567899
297956.198906708, 000151, -0.09345451, 0.23514138, -0.16224411, 0.6693767, -0.7403569, 0.060729392, 0.010886987
297956.215574583, 000152, -0.098653756, 0.23991574, -0.1628406, 0.66942304, -0.7403088, 0.06150987, 0.005659639
297956.232242458, 000153, -0.10380307, 0.2447101, -0.16355252, 0.6696492, -0.7400543, 0.062352404, 0.0013937993
297956.248910333, 000154, -0.10871234, 0.24948272, -0.16446693, 0.66997826, -0.73972315, 0.06275643, -0.0006705462
297956.265578208, 000155, -0.11332537, 0.25418362, -0.16555971, 0.66946715, -0.7402147, 0.062414218, -0.0005823256
297956.282246, 000156, -0.11809814, 0.2590261, -0.16619094, 0.6686859, -0.7409735, 0.061783075, 0.00053753494
297956.298913958, 000157, -0.12242961, 0.26369417, -0.16717404, 0.66801625, -0.74158615, 0.0616698, 0.0011203036
297956.315581791, 000158, -0.1264816, 0.2682632, -0.16823095, 0.66751546, -0.74204606, 0.06155585, 0.0012553826
297956.332249458, 000159, -0.13021395, 0.27275687, -0.16925953, 0.66690487, -0.74268156, 0.060499374, 0.0013620531
297956.3489175, 000160, -0.13360584, 0.27720264, -0.17038737, 0.66647905, -0.7432113, 0.05860699, 0.0027902406
297956.36558525, 000161, -0.13676153, 0.28165552, -0.17170657, 0.6658129, -0.7439265, 0.056915887, 0.0052098255
297956.382253125, 000162, -0.14120527, 0.28646344, -0.17305091, 0.6651833, -0.7445113, 0.05646979, 0.0067233243
297956.398921, 000163, -0.14448035, 0.2910435, -0.17447542, 0.6644013, -0.74518824, 0.05667256, 0.007324659
297956.415588833, 000164, -0.1472485, 0.29555407, -0.17597899, 0.66362894, -0.7459145, 0.05598153, 0.008616559
297956.432256708, 000165, -0.14973833, 0.30007455, -0.1776634, 0.6630387, -0.74656236, 0.05357461, 0.012420513
297956.448924583, 000166, -0.15205008, 0.30464303, -0.17946836, 0.66293687, -0.7467542, 0.050881427, 0.016853904
297956.465592291, 000167, -0.1542889, 0.30928126, -0.18121466, 0.66265184, -0.7470938, 0.048801374, 0.019021487
297956.482260291, 000168, -0.15901984, 0.31493685, -0.18277454, 0.6625833, -0.7472295, 0.047651622, 0.018987594
297956.498928041, 000169, -0.16197874, 0.31993294, -0.18447828, 0.66257405, -0.747298, 0.046577446, 0.019284146
297956.515595875, 000170, -0.16427752, 0.32469958, -0.18623613, 0.66267717, -0.74729437, 0.044579282, 0.020565469
297956.53226375, 000171, -0.16629249, 0.32937634, -0.18795781, 0.6628544, -0.7472538, 0.041915666, 0.021885533
297956.548931625, 000172, -0.16815211, 0.3340062, -0.18964498, 0.6634476, -0.7468429, 0.039518084, 0.02239103
297956.565599416, 000173, -0.16990556, 0.33861443, -0.19144127, 0.66376513, -0.7466442, 0.03751748, 0.023037372
297956.582267333, 000174, -0.17472735, 0.3447851, -0.19338323, 0.66419226, -0.74628395, 0.036612734, 0.023843799
297956.598935208, 000175, -0.17733294, 0.34985325, -0.19541614, 0.6644048, -0.7460926, 0.03648812, 0.024098404
297956.615603, 000176, -0.17913736, 0.35455, -0.1973903, 0.66451484, -0.7460306, 0.036235698, 0.023352422
297956.632270791, 000177, -0.18061699, 0.35915104, -0.19935825, 0.66455024, -0.74607295, 0.035130467, 0.02267233
297956.648938708, 000178, -0.18190634, 0.36377168, -0.20149134, 0.6647567, -0.7459585, 0.032961655, 0.023616066
297956.665606541, 000179, -0.18302828, 0.36844125, -0.20384516, 0.66465634, -0.74606395, 0.029999621, 0.02684468
297956.682274333, 000180, -0.18576919, 0.37365925, -0.2063501, 0.66451883, -0.74616843, 0.02888168, 0.028516553
297956.69894225, 000181, -0.18729088, 0.3785011, -0.2086432, 0.66425014, -0.7464508, 0.029383944, 0.026825571
297956.715610125, 000182, -0.188421, 0.38322085, -0.21083319, 0.66402876, -0.74672234, 0.03021283, 0.0236426
297956.732277916, 000183, -0.1893682, 0.3878759, -0.21317646, 0.66375697, -0.7470015, 0.030309726, 0.02229159
297956.748945833, 000184, -0.19017711, 0.39246154, -0.2156757, 0.6634004, -0.7473159, 0.030241571, 0.022458449
297956.765613541, 000185, -0.19094539, 0.39699283, -0.21804954, 0.6625564, -0.7480797, 0.031022172, 0.020817636
297956.782281375, 000186, -0.19294055, 0.40183884, -0.22004218, 0.6617335, -0.74883956, 0.03278683, 0.016530454
297956.79894925, 000187, -0.19434592, 0.40637225, -0.22202553, 0.66121686, -0.7492841, 0.03542139, 0.010536902
297956.815617083, 000188, -0.19569471, 0.4107467, -0.22405095, 0.6609561, -0.7494028, 0.03897417, 0.003658319
297956.832284958, 000189, -0.19717751, 0.41499498, -0.22616552, 0.6611323, -0.7490647, 0.042422198, -0.0025669439
297956.848952833, 000190, -0.19877513, 0.4191383, -0.2283291, 0.6613632, -0.7486554, 0.045234405, -0.0082202675
297956.865620666, 000191, -0.20042062, 0.42321336, -0.23050363, 0.6610596, -0.7486129, 0.04866171, -0.014526034
297956.882288541, 000192, -0.20152014, 0.42629683, -0.23163559, 0.6605664, -0.7486538, 0.052286193, -0.02087821
297956.898956291, 000193, -0.2032036, 0.42988, -0.23364209, 0.6603808, -0.74837494, 0.055699274, -0.027015531
297956.915624166, 000194, -0.20528081, 0.43354365, -0.23592718, 0.6606329, -0.7475825, 0.059330873, -0.03412457
297956.932291958, 000195, -0.2076928, 0.4371519, -0.23829933, 0.6613196, -0.7462148, 0.06332036, -0.04254941
297956.948959833, 000196, -0.21030018, 0.44067207, -0.24083455, 0.6623267, -0.7446452, 0.06593199, -0.049798418
297956.965627708, 000197, -0.21292172, 0.44410035, -0.24371617, 0.6633806, -0.74344164, 0.066487774, -0.052917715
297956.982295583, 000198, -0.21464363, 0.4462708, -0.24494527, 0.6642705, -0.7424845, 0.0669437, -0.054590628
297956.998963375, 000199, -0.21714944, 0.44918767, -0.24755539, 0.66486704, -0.74154395, 0.06872189, -0.057806335
297957.015631208, 000200, -0.22008407, 0.45231357, -0.2506188, 0.6654422, -0.7404202, 0.0711012, -0.0625241
297957.032298958, 000201, -0.2233161, 0.45545462, -0.25387764, 0.6663913, -0.73906076, 0.072284624, -0.06698371
297957.048966833, 000202, -0.22671431, 0.458546, -0.25738826, 0.6675549, -0.7377659, 0.07210706, -0.06980174
297957.065634708, 000203, -0.2302233, 0.46157622, -0.26118743, 0.66874796, -0.7365512, 0.07225734, -0.071044475
297957.082302541, 000204, -0.23316962, 0.46329287, -0.26335135, 0.6697557, -0.7354547, 0.07263967, -0.0725062
297957.098970375, 000205, -0.23662817, 0.465793, -0.26664552, 0.67046595, -0.73458046, 0.07286557, -0.074548535
297957.11563825, 000206, -0.24036899, 0.4685095, -0.2703568, 0.67123216, -0.7336295, 0.07313956, -0.07671911
297957.132306125, 000207, -0.24437766, 0.47127426, -0.27425364, 0.6722227, -0.7323485, 0.07396609, -0.07944494
297957.148973916, 000208, -0.2486408, 0.47401774, -0.2781671, 0.6733285, -0.7307771, 0.07505742, -0.083426945
297957.16564175, 000209, -0.25306612, 0.47671506, -0.28205863, 0.67450184, -0.72916174, 0.0756855, -0.08741955
297957.182309583, 000210, -0.25713134, 0.47778746, -0.28396153, 0.6753473, -0.72799194, 0.07622496, -0.09012996
297957.198977375, 000211, -0.26141116, 0.47986734, -0.28732726, 0.67553705, -0.72746474, 0.0775269, -0.09183918
297957.21564525, 000212, -0.2658546, 0.48214373, -0.29107937, 0.6755501, -0.7270168, 0.07935693, -0.093706965
297957.232313083, 000213, -0.2705877, 0.4843111, -0.29479814, 0.6760969, -0.7259742, 0.08105177, -0.09635927
297957.248980916, 000214, -0.2756632, 0.486289, -0.2983586, 0.6773691, -0.72410876, 0.08248757, -0.10016665
297957.265648791, 000215, -0.28098398, 0.4880804, -0.30175436, 0.67915124, -0.72182757, 0.083158076, -0.103939146
297957.282316583, 000216, -0.28616256, 0.4878939, -0.304202, 0.68077874, -0.7196697, 0.08365343, -0.10778709
297957.298984416, 000217, -0.2915294, 0.4888233, -0.30710897, 0.6819815, -0.71787006, 0.08433832, -0.11158305
297957.315652166, 000218, -0.2969783, 0.4900396, -0.31019342, 0.68308264, -0.71620655, 0.08537871, -0.11470265
297957.332320041, 000219, -0.30250278, 0.491292, -0.31331912, 0.6842832, -0.71443933, 0.08671717, -0.11752873
297957.348987916, 000220, -0.30813172, 0.4924949, -0.31639314, 0.6856296, -0.71236694, 0.08839697, -0.12095995
297957.365655708, 000221, -0.3138539, 0.49360645, -0.31940746, 0.6867665, -0.71025974, 0.0907318, -0.12510234
297957.382323583, 000222, -0.31984323, 0.49351677, -0.3214842, 0.68758374, -0.70852584, 0.09267391, -0.12896274
297957.398991416, 000223, -0.32554895, 0.49400192, -0.32394698, 0.6881231, -0.70751476, 0.092782825, -0.1315325
297957.415659333, 000224, -0.33118105, 0.49463546, -0.3265187, 0.68851924, -0.7068867, 0.092247516, -0.13320251
297957.432327166, 000225, -0.33686823, 0.49530306, -0.32920837, 0.6889306, -0.7062701, 0.09234892, -0.13427222
297957.448995, 000226, -0.34268, 0.4959608, -0.33196098, 0.6892001, -0.70545435, 0.093960255, -0.1360473
297957.465662708, 000227, -0.34862363, 0.4965454, -0.33463132, 0.6889721, -0.70452935, 0.09712667, -0.13972181
297957.4823305, 000228, -0.3553294, 0.4968731, -0.33667788, 0.68887675, -0.7032455, 0.10012315, -0.14446467
297957.498998333, 000229, -0.36178008, 0.49711916, -0.33881038, 0.68934387, -0.7017303, 0.10166875, -0.14846905
297957.515666208, 000230, -0.36818242, 0.4972429, -0.34090024, 0.6901192, -0.70021886, 0.102369435, -0.1514912
297957.532334125, 000231, -0.3745836, 0.4972648, -0.3429256, 0.69085807, -0.69894356, 0.102687635, -0.15377988
